date,food,count
04/07/13,seafood,2
27/10/13,bran,2
25/10/12,rice,19
15/03/14,rice,15
18/12/12,pig,9
18/09/13,food,341
23/10/13,bread,26
14/08/13,chicken,41
27/01/13,meals,12
31/07/13,cola,11
27/09/12,chicken,42
10/06/14,breakfast,52
12/08/13,cookie,63
20/08/13,swine,7
20/12/13,kefir,1
04/10/13,seafood,5
13/10/12,butter,12
18/10/13,dinner,79
25/07/12,rib,2
29/03/13,dairy,2
18/06/14,egg,16
28/03/13,foods,28
16/03/13,cola,6
19/05/12,oyster,2
14/06/13,coca,8
06/03/12,salt,16
04/06/14,noodles,9
17/10/12,soya,1
27/07/13,salt,13
13/04/12,whisky,3
01/05/13,cola,10
21/07/13,bacon,13
29/09/13,steak,14
17/03/14,wheat,3
11/10/11,fish,20
11/03/14,meals,15
07/11/13,meals,17
21/11/12,gatorade,4
23/11/11,meat,12
11/03/13,beer,42
13/06/12,salt,32
26/02/14,yogurt,4
12/05/12,noodles,5
29/02/12,chicken,36
25/02/13,bacon,19
21/02/13,bacon,26
11/11/12,ham,28
22/05/13,oyster,2
28/09/12,chicken,40
19/09/12,whisky,1
21/06/13,steak,10
03/06/13,cookie,15
20/05/12,cookie,13
25/04/14,oyster,1
31/03/14,coca,4
14/06/13,butter,10
23/11/11,pig,8
20/02/13,meal,39
04/02/13,butter,10
01/05/14,beer,48
27/03/13,coffee,71
18/07/13,cow,16
09/01/12,bacon,10
19/04/12,nestle,2
02/09/12,rice,33
12/10/13,lunch,53
11/10/13,cheshire,7
06/03/14,veal,2
12/11/13,bread,33
01/04/13,cow,11
16/01/12,barley,2
06/12/13,noodles,9
09/07/13,beef,29
10/05/13,colby,1
26/11/11,foods,17
06/09/14,whisky,2
20/07/13,cream,32
01/12/12,tea,52
12/04/12,atta,3
30/07/13,ham,16
01/05/12,chicken,64
15/08/12,butter,20
20/09/13,cow,15
13/10/11,chocolate,7
18/11/13,rice,12
29/09/14,soja,3
27/02/12,soya,1
08/06/12,cream,62
17/02/13,beef,31
22/06/12,bread,28
22/08/12,dinner,63
16/04/12,beef,28
02/08/13,oyster,3
29/04/14,meat,9
23/10/13,yogurt,10
06/04/12,coca,5
08/09/14,chocolate,48
22/01/12,parmesan,1
17/03/14,meals,20
16/11/12,chocolate,76
27/04/12,biofuel,1
17/11/12,meals,13
05/01/13,goat,11
25/03/13,cheshire,3
21/04/12,barley,2
22/03/14,cream,47
21/08/14,beer,60
05/08/13,steak,10
25/08/13,cattle,6
17/08/12,barley,4
29/11/11,dinner,20
01/03/14,noodles,3
17/08/12,syrup,3
15/07/12,coca,1
23/07/13,potato,6
09/07/14,egg,9
25/10/13,herring,1
05/05/12,beef,20
10/09/12,chicken,50
01/12/13,herring,1
24/11/12,bran,2
31/05/14,dairy,5
25/06/14,dinner,69
25/01/12,lunch,89
28/10/13,kidney,12
27/07/14,chorizo,1
17/11/13,beef,29
16/09/12,butter,12
06/11/12,chocolate,81
20/08/12,soja,1
04/09/12,pig,12
01/07/13,coca,3
06/05/12,food,283
28/09/12,egg,14
07/05/13,bacon,19
19/08/13,cheddar,1
16/07/12,butter,7
02/05/12,salt,18
07/05/14,cola,9
20/10/12,meat,16
29/04/14,colby,1
04/08/14,bacon,23
26/05/13,potato,4
07/07/13,starch,1
13/04/12,pig,7
24/08/13,atta,2
01/04/14,gluten,2
22/05/12,chocolate,65
09/02/14,tater,2
19/09/12,pig,9
12/07/12,syrup,2
12/09/12,pasta,9
16/12/12,gluten,2
15/04/12,pimento,1
02/09/14,gluten,2
29/11/12,rib,3
19/06/12,poulet,1
29/10/12,beer,78
06/07/14,soybeans,1
09/02/14,flour,2
01/10/13,ravioli,1
02/09/13,flour,3
25/07/13,food,388
11/04/12,dinner,76
26/07/13,beef,29
12/02/13,tater,1
22/10/13,sugar,52
03/04/12,pork,10
14/03/14,cow,16
27/05/14,tea,78
25/01/13,poultry,2
18/06/13,dinner,79
03/12/12,meal,35
24/05/14,goat,3
14/01/13,pastrami,2
29/09/11,sirloin,1
30/12/13,syrup,5
26/11/12,eggnog,3
12/02/13,wheat,5
08/03/13,meals,13
16/11/13,whisky,2
21/09/12,butter,12
15/06/12,salmon,6
11/09/12,syrup,8
25/12/12,cola,2
15/10/13,salt,14
21/10/11,goat,2
17/11/11,corn,8
03/06/13,beer,50
08/03/14,sheep,7
22/08/13,bread,38
18/08/14,dairy,2
13/06/12,bacon,35
31/12/13,steak,19
17/05/12,foods,14
28/02/12,cattle,1
10/10/11,catfish,1
27/04/14,tea,79
07/06/13,chocolate,86
02/02/12,corn,6
27/02/13,kidney,6
06/02/14,bread,58
30/04/14,flour,4
30/12/13,cheshire,5
07/07/13,coca,2
12/12/12,steak,9
13/06/12,pork,9
28/12/11,atta,1
23/02/13,soya,1
09/09/13,catfish,15
23/11/11,scotch,2
01/05/12,chorizo,2
24/08/13,bacon,23
01/12/13,atta,1
15/04/13,cream,18
14/05/12,fish,34
30/07/13,scotch,1
11/06/14,dinner,52
16/06/12,flour,1
14/10/13,rice,35
19/04/13,gluten,1
30/04/12,catfish,1
16/09/14,barley,2
24/12/13,soybeans,1
21/03/13,carp,2
26/01/12,catfish,1
03/12/13,ham,29
23/07/14,foods,32
29/03/12,coca,1
04/10/13,butter,12
09/02/13,maize,1
16/11/11,pasta,8
14/05/14,chocolate,46
09/03/14,bread,36
14/03/14,tea,50
22/07/12,soja,2
22/06/13,mozzarella,1
27/04/14,salt,9
03/09/13,rib,6
24/07/12,cheshire,5
24/03/14,tea,58
23/04/12,coffee,95
09/04/14,biofuel,1
01/09/12,sugarcane,1
11/10/11,goat,1
03/11/12,sugar,21
12/04/12,oyster,4
23/03/12,pasta,8
23/11/12,swine,2
17/05/14,bran,1
24/10/11,soja,1
20/10/13,ethanol,1
04/08/12,potato,4
05/04/12,liver,5
26/08/14,meals,11
06/03/13,lamb,13
01/02/12,soybeans,1
01/01/13,chicken,29
14/08/12,foods,35
11/05/12,kidney,8
14/11/13,butter,20
07/10/12,cheshire,3
04/08/12,rib,2
08/02/14,cream,31
11/05/12,chocolate,58
18/07/12,kidney,3
16/03/12,corn,8
17/08/12,salami,2
27/05/14,salt,18
19/03/13,goat,17
12/05/13,dinner,123
05/11/13,whisky,1
26/05/14,salt,6
25/03/13,syrup,2
30/05/13,bread,27
19/09/13,ham,12
23/02/13,pasta,11
27/04/14,buttermilk,1
21/12/13,salt,13
18/12/12,poulet,1
28/03/14,chocolate,54
27/01/13,sirloin,1
28/07/12,noodles,6
12/11/13,meal,17
08/09/12,beef,20
21/08/14,meat,8
13/03/14,rib,2
22/09/13,chocolate,50
19/03/13,meal,29
09/04/12,rib,6
16/08/14,poulet,3
14/03/14,steak,108
01/08/13,lunch,86
08/02/12,catfish,2
17/07/14,ethanol,2
03/10/13,cheshire,17
21/03/13,catfish,9
24/03/14,yogurt,8
21/03/12,coffee,68
22/03/13,rice,15
07/05/13,beef,29
30/08/12,goat,4
20/02/12,coffee,53
13/01/12,pig,12
29/05/14,cheshire,5
13/08/12,pork,8
27/07/12,brisket,1
10/02/14,meat,21
25/10/11,foods,15
01/08/14,kidney,5
29/10/12,salmon,4
11/10/12,dinner,125
30/10/11,corn,13
02/04/12,noodles,8
13/11/11,maize,2
13/03/14,food,383
05/01/12,atta,2
31/03/14,poulet,4
05/02/13,rib,4
03/10/12,whisky,2
07/05/14,bran,1
18/07/14,seafood,4
16/09/14,scotch,8
30/08/14,scotch,2
07/06/12,barley,3
23/06/14,sirloin,1
30/09/12,swine,1
23/10/11,noodles,7
30/05/13,rib,5
07/03/12,pork,6
06/11/13,provolone,2
22/06/14,cow,6
01/05/14,pork,8
09/10/13,sheep,9
02/05/14,lamb,7
03/08/13,foods,14
06/10/12,scotch,3
21/10/12,coca,9
10/07/12,liver,5
24/09/12,steak,8
25/06/14,cheddar,3
14/01/13,bacon,18
26/09/13,farina,1
19/11/12,chocolate,71
03/08/12,chocolate,53
28/03/13,sheep,48
30/03/13,seafood,4
12/10/11,sugar,20
21/12/12,rib,5
22/08/12,coca,1
10/11/11,steak,1
28/11/13,eggnog,5
22/05/13,lamb,1
21/02/14,dairy,5
05/07/13,atta,1
14/02/14,egg,15
26/12/13,goat,3
07/04/13,breakfast,30
17/06/13,sheep,11
21/04/13,beef,15
28/07/12,soybeans,1
02/11/12,coffee,87
11/01/12,bread,43
08/06/12,farina,1
22/07/13,ethanol,1
01/03/12,cattle,1
15/09/12,meat,11
07/09/13,atta,1
12/09/12,swine,3
21/04/12,sirloin,2
12/06/14,egg,26
16/05/14,herring,1
12/07/13,catfish,10
15/11/12,bacon,22
05/02/13,coca,3
23/07/12,foods,16
19/07/13,noodles,6
16/02/13,goat,6
15/06/13,seafood,4
01/10/12,rib,1
14/08/12,carp,1
04/04/12,coca,5
07/02/14,food,337
16/01/12,corn,9
10/05/13,salt,10
16/06/13,colby,1
14/04/12,colby,3
03/07/13,salami,1
17/02/12,potato,4
14/03/12,meal,30
28/01/12,chocolate,55
15/01/13,pork,9
24/11/13,seafood,2
15/05/13,potato,11
05/07/14,rib,1
23/09/14,pig,10
04/12/12,corn,7
04/07/12,prawn,1
25/12/12,mozzarella,2
03/03/13,swine,3
04/02/12,coffee,48
21/04/12,salt,20
07/02/13,boeuf,2
15/01/13,salt,17
21/08/14,herring,1
01/02/13,catfish,10
24/06/13,cheddar,4
25/07/12,goat,3
14/06/13,beer,72
09/10/13,wheat,2
07/09/12,salmon,5
15/09/12,colby,1
10/03/13,ethanol,2
24/01/12,wheat,6
25/08/12,egg,7
24/01/12,cream,37
05/09/12,food,438
04/01/12,chicken,57
06/11/12,soja,2
26/07/13,butter,22
22/02/13,oat,1
14/03/13,beef,32
13/08/14,soja,2
12/03/14,dinner,84
18/06/13,catfish,12
18/03/12,soja,1
16/05/12,nestle,2
12/10/13,kidney,1
12/05/14,pork,3
18/02/14,salmon,5
11/07/14,potato,5
07/10/13,fish,27
30/12/11,chocolate,42
16/05/12,prawn,2
16/06/13,sheep,11
17/04/14,rice,21
29/06/14,swine,1
15/05/14,pork,8
07/07/12,breakfast,84
31/07/13,yogurt,5
08/06/12,dairy,3
11/05/14,nestle,1
11/10/13,quark,1
18/03/14,salt,15
22/06/14,gluten,3
16/06/14,pasta,5
15/08/12,seafood,1
19/12/12,tater,1
21/02/14,goat,9
05/12/13,bread,42
20/07/12,meal,42
23/03/14,chocolate,41
09/02/14,chocolate,65
19/08/13,carp,2
26/05/13,salmon,2
21/06/12,beef,35
27/06/12,coca,7
22/12/13,noodles,2
10/11/13,rib,8
07/09/13,goat,10
11/11/11,dairy,3
24/07/12,pork,6
08/10/12,feta,1
12/06/14,meal,34
20/09/12,tea,48
15/08/14,colby,4
15/06/12,cola,9
11/03/12,colby,2
29/10/13,bran,1
17/07/14,kidney,7
03/06/14,syrup,4
24/07/14,colby,3
06/07/13,salmon,5
02/05/13,colby,1
26/04/12,steak,7
24/03/13,mozzarella,3
24/03/13,bread,37
20/12/13,rib,3
16/07/12,pig,21
20/10/11,lunch,64
10/01/12,romano,1
12/09/12,cheshire,24
31/08/12,pork,9
18/10/13,butter,11
02/04/14,herring,1
10/06/14,poulet,2
08/11/13,barley,3
15/06/12,potato,3
22/06/12,egg,16
01/04/12,colby,6
01/06/12,goat,6
14/04/14,salt,14
13/04/14,syrup,7
20/06/12,meal,23
19/08/14,wheat,6
24/03/14,liver,10
23/05/13,tea,67
11/05/13,whisky,3
20/11/12,coffee,131
03/06/12,carp,1
07/08/13,liver,10
30/10/13,ravioli,1
24/01/12,cookie,15
30/06/14,gatorade,2
24/08/13,provolone,1
22/06/13,dinner,67
25/09/14,salmon,5
13/12/13,chicken,34
02/11/13,rice,16
26/04/14,sugar,30
15/03/13,kidney,13
25/06/14,egg,18
06/04/13,meat,24
07/05/14,gluten,5
24/01/12,romano,1
25/02/14,wheat,10
05/03/13,rice,22
23/07/13,oyster,2
07/08/13,lunch,83
20/11/13,scotch,5
08/02/14,fish,38
03/05/12,milk,19
04/09/12,beer,38
24/05/14,bread,21
23/03/13,goat,7
28/04/12,ham,29
30/10/12,beer,40
16/03/14,pig,16
26/10/12,salmon,5
21/09/14,rice,35
24/06/14,cattle,3
15/03/13,rice,16
20/09/14,potato,5
27/04/14,pasta,12
15/05/14,catfish,61
20/02/12,pastrami,1
03/02/13,rib,1
26/11/11,soya,1
08/04/12,yogurt,1
19/03/12,seafood,2
08/10/13,beer,36
01/06/13,sugar,35
09/04/12,tea,46
07/05/13,cow,18
05/03/12,food,265
06/01/12,sheep,8
13/05/14,meals,15
12/08/14,chorizo,3
23/01/13,cow,15
01/01/14,cheddar,1
08/02/14,pasta,4
25/08/14,kefir,1
16/11/13,sheep,9
05/11/12,coca,3
14/02/12,tea,41
06/07/12,spud,4
21/02/14,butter,14
25/07/14,egg,16
19/11/13,pasta,9
27/03/14,yogurt,4
26/11/13,veal,1
21/11/13,butter,14
21/10/11,prawn,1
01/06/14,kidney,6
17/06/13,liver,5
17/05/14,egg,12
05/03/14,salmon,4
10/07/13,wheat,3
01/09/12,salmon,3
26/09/12,atta,1
20/09/13,seafood,2
24/05/14,rib,2
09/08/14,oyster,10
05/10/12,goat,5
25/03/13,bacon,30
26/02/14,whisky,2
31/07/12,meat,10
11/03/14,cream,28
02/04/12,coffee,72
18/02/14,dairy,5
22/08/14,gatorade,2
21/09/14,beef,20
12/04/14,oyster,7
18/02/12,salt,9
25/03/12,flour,2
15/10/13,kine,1
30/01/12,seafood,5
12/10/12,goat,3
26/09/12,sugar,33
29/12/11,barley,2
15/11/11,eggnog,2
18/08/14,atta,1
13/09/14,liver,6
17/06/13,coca,5
04/08/14,dairy,2
01/06/12,dairy,3
26/02/13,meal,31
18/09/13,meal,32
30/11/13,barley,5
26/12/12,meat,14
03/12/13,salmon,13
23/09/12,cow,14
23/02/13,wheat,4
17/08/13,beef,42
15/10/13,fish,37
20/10/11,seafood,3
04/05/13,potato,8
01/06/13,dairy,5
08/08/14,rice,25
05/11/13,steak,9
13/02/12,poultry,1
09/09/14,pork,9
10/10/13,meat,18
09/12/13,maize,2
05/12/12,dairy,2
11/11/12,meal,14
26/08/12,coffee,64
04/03/14,cheshire,3
17/01/12,salt,17
29/09/13,pasta,8
17/10/11,sugar,4
24/03/14,foods,29
02/12/13,bread,36
29/03/12,herring,2
04/05/12,bran,1
10/07/12,wheat,2
03/04/14,meals,11
27/05/12,pork,12
30/03/13,food,328
17/08/13,soja,1
06/02/13,lunch,85
09/07/14,parmesan,1
03/09/12,pig,7
23/06/14,feta,2
02/04/12,seafood,4
18/06/13,soybeans,1
12/10/11,whisky,1
07/06/14,veal,1
23/08/14,dairy,9
22/11/11,tater,1
24/07/12,cow,11
30/10/11,whisky,1
14/04/13,rice,17
13/09/14,sheep,14
31/01/12,lunch,69
07/10/13,beef,26
02/04/12,bacon,60
30/09/13,butter,10
28/05/14,meat,12
04/04/12,dinner,80
16/09/13,breakfast,59
17/10/12,corn,12
06/01/12,barley,3
07/03/14,coca,4
09/12/13,pork,5
08/05/12,oxen,1
17/05/12,lamb,4
19/09/12,swine,1
03/01/12,cow,10
11/10/11,sheep,4
22/12/12,chicken,45
28/08/14,whisky,4
10/05/12,liver,6
07/02/13,wheat,6
18/08/12,lunch,49
30/03/14,pasta,5
18/06/13,swine,1
11/08/14,cookie,8
14/05/14,cookie,7
06/03/12,rib,4
18/04/12,goat,3
01/11/12,milk,26
16/02/12,oyster,2
12/09/13,wheat,2
16/11/11,dairy,5
17/02/14,carp,2
07/03/12,bread,29
20/05/14,pork,10
09/12/12,wheat,1
24/07/13,beer,51
02/07/14,dairy,4
20/03/13,sheep,15
30/11/13,poulet,3
16/09/13,catfish,18
13/05/14,pig,9
27/03/12,ravioli,1
06/02/14,beef,38
12/11/13,wheat,3
19/10/11,kidney,3
05/12/12,carp,2
06/06/12,kidney,7
07/06/12,beer,60
18/08/13,fish,46
22/08/12,chocolate,63
12/05/14,breakfast,42
25/10/13,cream,22
11/05/12,rib,7
14/01/12,pig,5
08/03/13,ham,20
14/06/13,cola,6
30/08/13,chorizo,1
23/07/13,barley,4
06/12/12,beef,28
22/12/12,dinner,76
29/01/12,salt,16
18/11/13,oat,2
01/06/14,beef,22
01/10/12,bread,25
05/09/13,cheshire,6
12/07/12,spud,3
04/06/13,bread,33
13/05/14,bread,35
11/09/12,salami,2
10/06/12,pork,9
09/10/13,pig,15
02/06/12,flour,2
08/07/13,wheat,3
09/02/14,syrup,6
27/05/13,pig,23
05/12/12,chocolate,72
15/04/12,barley,2
05/08/14,whisky,2
16/11/13,coca,10
07/08/12,tea,61
08/10/12,milk,30
28/11/11,cookie,5
13/05/14,rice,26
07/07/14,pork,9
13/08/14,seafood,2
07/08/14,salt,36
16/06/14,farina,1
25/03/13,dinner,104
24/08/14,bread,28
03/08/12,coffee,45
27/07/14,rice,18
11/11/13,nestle,1
22/04/12,potato,5
25/05/14,atta,1
28/12/13,milk,41
28/09/11,lunch,53
24/11/11,whisky,1
03/05/13,cow,9
10/06/12,chocolate,81
02/08/12,prawn,1
27/03/14,soja,4
20/10/13,cheddar,2
24/02/12,colby,3
31/10/12,salmon,2
08/08/13,liver,5
16/09/13,food,348
25/07/13,spud,1
25/04/12,bacon,24
30/11/13,cattle,1
18/05/14,prawn,2
01/11/13,scotch,5
18/06/13,oat,1
12/09/13,beef,28
01/04/12,sugar,35
17/07/13,pork,8
10/11/12,oyster,3
09/05/14,cream,23
22/01/13,salmon,2
06/10/12,rib,2
27/11/12,chicken,52
27/02/13,salmon,10
17/10/13,nestle,1
18/03/12,fish,111
18/08/12,liver,6
20/06/13,rice,17
30/05/13,kidney,5
02/06/13,meat,18
12/08/14,butter,15
02/08/12,egg,16
15/12/13,meal,18
02/09/12,meal,25
28/07/12,fish,44
18/10/13,gatorade,3
11/04/12,catfish,1
25/05/12,lunch,86
29/06/14,butter,6
11/05/14,soja,2
14/05/13,bacon,21
24/09/13,meat,24
17/07/12,noodles,10
30/07/13,flour,3
30/10/13,steak,15
19/01/12,sugar,32
12/08/14,colby,2
26/11/13,swine,3
11/09/14,pork,6
28/02/13,goat,95
20/10/13,cheshire,6
15/06/12,pig,17
02/01/12,cream,37
06/08/12,syrup,2
23/09/12,poulet,2
01/08/12,swine,2
09/09/13,prawn,1
20/04/12,lunch,93
03/03/14,salt,27
11/08/13,chocolate,62
06/03/13,steak,9
12/10/11,lunch,43
28/11/13,fish,36
10/05/13,cream,26
04/09/14,farina,2
28/04/14,cheddar,1
30/09/13,coffee,106
27/06/12,lamb,4
27/05/13,gatorade,6
02/02/12,whisky,4
09/09/14,butter,12
25/04/14,scotch,4
14/08/12,sugar,35
01/08/13,seafood,2
25/06/13,lamb,1
29/04/13,rib,1
30/04/13,cow,3
14/05/12,flour,4
12/09/14,cookie,16
25/07/12,poulet,3
29/09/12,romano,1
11/12/13,parmesan,1
26/03/13,pig,33
21/03/14,gluten,5
16/09/14,coffee,112
15/11/11,syrup,6
01/06/12,gluten,2
02/11/12,gatorade,5
26/10/13,scotch,5
09/01/13,beer,58
25/05/13,cola,9
27/03/12,gluten,4
07/06/13,scotch,8
08/08/13,butter,17
31/05/13,ham,12
11/03/14,cow,11
15/07/12,salmon,16
24/07/14,cola,25
19/06/14,wheat,6
05/06/12,egg,23
26/10/12,cola,14
16/05/14,gluten,4
25/12/13,meals,15
06/01/13,swine,2
20/11/12,foods,22
08/06/12,whisky,1
27/12/11,provolone,1
06/07/14,beer,46
20/04/13,meat,5
13/03/14,cookie,15
14/11/11,provolone,1
15/05/13,beef,33
15/12/12,spud,3
20/05/12,chocolate,46
11/12/13,rice,22
07/06/12,lamb,3
15/08/12,feta,4
20/10/13,syrup,8
07/10/13,soja,3
21/02/14,rib,2
23/04/12,cattle,4
08/09/13,soya,1
06/04/14,prawn,1
26/11/12,boeuf,2
19/02/13,ravioli,2
02/11/13,pork,7
19/10/12,ham,17
05/09/13,pig,16
07/09/13,breakfast,53
23/02/13,boeuf,1
31/05/14,kidney,7
21/10/11,coffee,41
18/09/12,ricotta,1
11/02/13,noodles,6
30/08/12,foods,19
04/06/13,lunch,91
01/11/11,chocolate,12
22/11/12,romano,1
11/09/13,meat,30
31/01/13,ethanol,6
01/06/14,breakfast,62
13/03/14,swine,11
16/06/12,seafood,4
27/05/14,oat,2
21/04/14,dairy,4
23/05/13,foods,25
02/11/13,ham,13
22/12/12,yogurt,5
06/06/12,dairy,3
25/09/14,pasta,2
28/05/12,ham,15
01/10/14,carp,1
10/06/12,kefir,1
26/09/14,potato,12
20/07/14,foods,24
17/04/14,pork,9
21/06/14,breakfast,72
24/05/13,fish,46
29/06/14,tea,52
20/12/13,milk,20
31/01/13,beef,39
04/08/13,chorizo,1
08/09/13,liver,14
23/08/13,egg,22
29/02/12,cream,23
27/01/12,sheep,5
13/09/14,sugar,29
10/03/14,cattle,3
16/09/14,cream,59
13/02/13,foods,30
20/04/14,salmon,3
08/01/12,bread,27
16/11/12,carp,4
12/10/11,scotch,2
07/08/14,meal,19
30/08/13,beef,29
04/09/12,sheep,16
16/10/12,pig,8
25/05/14,barley,3
26/02/14,foods,14
10/08/14,beef,27
07/04/14,salmon,6
09/11/13,food,301
26/03/12,dairy,2
30/01/13,noodles,18
25/10/11,rib,7
18/03/14,corn,12
19/03/12,sheep,11
21/10/13,chorizo,2
30/01/13,liver,7
23/10/13,gluten,2
05/12/13,lunch,76
03/12/13,sugarcane,2
08/06/12,colby,3
24/09/14,barley,2
03/10/12,meal,20
21/07/14,lunch,63
30/09/14,romano,1
04/12/13,tea,62
13/04/12,corn,10
24/05/14,meal,20
03/03/14,sheep,7
04/03/12,tea,49
29/09/14,lamb,3
18/07/13,chicken,52
11/04/13,rice,17
19/09/12,oyster,3
20/11/12,salmon,3
07/09/14,meals,14
07/07/13,noodles,8
02/06/13,foods,28
03/04/12,egg,34
08/04/14,food,337
10/05/13,coffee,44
20/10/11,herring,1
11/05/13,breakfast,92
23/10/13,dairy,6
30/04/12,beef,28
09/01/13,oyster,1
25/10/11,pasta,8
27/10/12,soybeans,1
17/03/13,cream,36
15/12/13,pork,4
06/01/12,chocolate,34
16/01/13,pig,26
17/11/12,ham,19
05/05/12,syrup,2
07/01/13,rib,5
03/11/13,cookie,17
26/01/12,bacon,11
21/09/13,meal,26
14/08/14,salmon,4
25/12/13,butter,4
11/10/11,potato,4
02/05/12,meat,15
12/06/14,beer,67
08/05/14,cheshire,3
19/05/12,cheddar,1
22/08/14,food,361
08/12/13,rice,20
12/03/12,cheddar,3
03/01/12,fish,20
11/02/13,whisky,3
24/06/12,coca,3
30/10/13,breakfast,63
19/04/13,soja,1
04/09/13,meal,36
13/09/14,herring,1
06/01/12,atta,1
26/09/12,liver,12
07/08/13,nestle,1
04/02/13,meal,25
26/03/14,butter,29
02/07/12,liver,6
04/03/12,kidney,5
18/06/13,wheat,8
15/03/13,butter,14
03/01/13,coffee,86
31/05/13,meal,31
14/07/13,chocolate,50
24/06/13,feta,1
11/03/13,coca,8
12/04/12,scotch,1
26/08/14,yogurt,4
13/02/14,barley,3
18/06/13,food,385
21/04/14,swine,1
10/03/14,bread,28
24/06/14,yogurt,6
21/05/14,rice,46
16/06/14,sheep,9
01/09/13,egg,11
09/06/14,cream,51
18/01/12,tater,1
24/05/14,kidney,8
16/05/13,sugar,6
23/12/13,butter,18
24/11/12,meals,6
28/08/13,cheddar,2
10/04/14,quark,1
10/03/13,noodles,1
13/02/13,poultry,1
20/08/12,chocolate,72
29/03/13,seafood,6
01/08/13,cheddar,1
28/06/14,butter,7
16/12/13,cola,6
22/04/13,coffee,11
01/09/14,cattle,1
24/10/13,barley,5
11/01/12,catfish,1
10/02/14,tater,1
03/03/12,barley,5
22/08/12,whisky,2
21/04/12,nestle,2
22/07/13,pig,22
12/08/12,ham,18
07/01/12,meat,12
07/04/14,butter,12
29/11/12,wheat,4
26/01/13,pork,3
23/10/12,salmon,4
10/02/14,gatorade,5
27/11/11,herring,1
17/06/12,carp,2
17/02/13,tea,58
18/05/13,beer,66
01/06/14,liver,7
20/07/14,cow,10
11/09/12,pasta,8
15/04/13,ham,7
25/11/11,egg,8
08/04/14,chocolate,68
06/09/13,herring,1
23/08/14,dinner,73
21/10/13,cheddar,10
04/05/14,tater,1
21/03/13,prawn,1
19/06/14,lunch,65
21/05/13,meat,18
03/05/13,coffee,83
22/05/12,poulet,2
08/12/13,sheep,16
31/01/12,cheddar,2
25/06/12,corn,15
01/05/12,beef,31
25/05/12,pig,7
07/05/12,meal,39
10/07/14,scotch,5
03/12/12,noodles,6
28/07/14,maize,2
21/02/12,cow,7
10/07/12,dinner,79
01/02/13,noodles,9
17/11/12,chicken,62
29/08/13,meat,8
01/09/12,cattle,1
07/09/14,oyster,4
03/03/12,beer,47
02/10/12,ham,19
05/05/13,beer,13
01/03/14,gluten,1
12/04/13,herring,1
25/07/14,spud,1
13/09/12,food,343
09/08/12,milk,41
14/03/14,ethanol,2
17/12/13,pork,10
29/10/11,dairy,4
16/02/12,sugarcane,1
10/09/12,cookie,14
23/04/12,steak,8
30/04/12,flour,3
22/07/14,rib,3
06/12/12,prawn,1
09/06/12,meals,7
31/05/14,food,364
12/03/13,spud,1
05/08/12,swine,6
24/02/14,sheep,7
02/08/13,meals,16
02/07/13,catfish,15
07/08/12,spud,1
21/10/12,eggnog,1
07/10/13,chocolate,57
21/03/13,bread,44
17/10/12,steak,14
13/03/13,romano,17
09/01/13,wheat,8
08/07/14,nestle,1
16/08/14,cow,11
08/08/13,coffee,96
06/09/13,barley,5
22/03/13,cow,7
24/04/14,swine,4
21/10/13,milk,55
03/02/13,rice,25
20/04/12,catfish,1
11/11/11,ham,14
14/01/13,gluten,4
14/09/14,chocolate,58
25/09/13,meat,21
