date,food,count
10/09/12,chicken,581
29/07/13,oat,3
08/03/14,veal,1
23/06/13,soya,1
25/01/12,lunch,1269
28/10/13,kidney,15
17/11/13,beef,130
16/09/12,butter,138
21/05/12,nestle,2
06/11/12,chocolate,873
06/05/12,food,2646
28/01/12,pig,63
19/08/13,cheddar,8
26/01/12,pork,64
29/03/14,starch,3
04/08/14,bacon,191
26/05/13,potato,126
25/03/14,noodles,97
20/06/13,oat,1
04/06/13,scotch,16
16/03/13,atta,2
29/11/12,rib,11
12/08/13,meal,271
29/10/12,beer,555
29/07/13,cow,77
03/08/13,lamb,22
01/10/13,ravioli,6
24/11/13,atta,4
07/04/14,brisket,4
16/10/11,poultry,3
30/04/14,cream,668
21/08/13,coca,16
22/08/12,starch,5
27/05/14,tea,472
18/06/13,dinner,887
03/12/12,meal,241
24/05/14,goat,77
14/01/13,pastrami,3
26/11/12,eggnog,23
22/05/14,farina,1
27/12/13,brisket,2
15/06/12,salmon,23
21/10/11,goat,30
03/06/13,beer,517
08/03/14,sheep,20
22/08/13,bread,286
24/06/14,meals,73
13/06/12,bacon,376
08/11/12,rice,193
17/10/12,lamb,15
28/02/12,cattle,6
27/02/13,kidney,14
09/11/12,veal,2
30/04/14,flour,9
30/12/13,cheshire,22
02/12/12,food,3263
12/12/12,steak,89
22/04/12,spud,4
23/10/13,whisky,9
23/02/13,soya,2
23/11/11,scotch,16
11/06/14,dinner,687
21/07/14,soja,4
30/04/12,catfish,5
25/09/12,veal,2
21/03/13,carp,3
05/12/12,romano,2
23/07/14,foods,193
09/02/13,maize,2
16/11/11,fish,430
14/05/14,chocolate,539
17/03/14,tenderloin,2
14/03/14,tea,503
27/04/14,salt,55
03/09/13,rib,17
17/11/11,whisky,18
16/08/13,chocolate,580
03/11/12,sugar,164
12/04/12,oyster,7
06/11/12,yogurt,62
24/10/11,soja,1
24/02/13,sugar,155
17/09/13,buttermilk,2
05/04/12,liver,22
10/11/12,dairy,19
23/12/13,cheshire,28
14/08/12,foods,83
10/04/12,dairy,17
08/02/14,cream,447
18/07/12,kidney,31
28/11/11,noodles,192
19/04/12,gluten,11
05/11/13,whisky,15
08/03/14,maize,3
15/11/13,bacon,208
21/12/13,salt,94
29/10/13,kine,1
28/03/14,chocolate,543
20/10/11,salami,2
08/09/12,beef,138
22/09/13,chocolate,700
01/07/12,kidney,9
16/08/14,poulet,3
01/08/13,lunch,703
04/03/13,food,2951
20/09/12,salmon,24
21/03/12,coffee,505
01/11/13,edam,1
18/12/12,chicken,599
20/02/12,coffee,509
29/05/14,cheshire,20
15/10/13,provolone,1
25/10/11,foods,59
29/10/12,salmon,25
03/06/13,nestle,1
08/12/12,salami,3
21/04/12,cow,65
02/10/12,pastrami,2
13/11/11,maize,2
13/03/14,food,2489
04/12/13,colby,15
18/07/14,seafood,50
03/10/12,eggnog,2
05/12/13,dinner,769
29/08/12,starch,1
25/10/13,pastrami,2
30/09/12,swine,2
11/04/12,rice,182
07/03/12,pork,56
20/12/13,oat,1
01/05/14,pork,64
15/04/14,spud,8
10/07/12,liver,31
19/08/12,ethanol,3
10/12/13,kine,3
12/05/12,brisket,2
19/11/12,chocolate,830
03/06/12,pastrami,3
02/04/13,ethanol,2
30/03/13,seafood,60
12/10/11,sugar,117
29/05/12,spud,2
10/11/11,steak,96
07/02/12,catfish,6
10/08/13,cola,42
02/05/13,butter,130
30/01/13,chese,2
31/12/13,tater,4
21/04/13,beef,236
19/06/12,boeuf,1
09/08/13,kine,1
22/07/13,ethanol,1
15/09/12,meat,114
02/01/12,breakfast,612
16/08/12,starch,3
12/09/12,swine,6
16/05/14,herring,1
12/07/13,catfish,138
19/03/13,sirloin,1
15/11/12,bacon,165
11/01/12,cheshire,3
16/02/13,goat,40
15/06/13,seafood,39
01/10/12,rib,15
05/06/12,boeuf,1
23/10/13,oyster,8
16/01/12,corn,50
16/06/13,colby,7
07/09/12,soya,2
14/03/12,meal,280
18/11/11,buttermilk,2
16/05/13,dinner,275
05/07/14,rib,15
26/11/12,yogurt,65
14/08/13,parmesan,2
03/03/13,swine,4
06/12/12,kidney,25
17/09/12,barley,21
25/07/12,goat,22
09/10/13,wheat,20
01/01/13,farina,1
24/01/12,wheat,31
26/04/14,poultry,5
22/02/13,oat,2
13/07/13,scotch,7
16/05/12,nestle,7
12/10/13,kidney,17
05/07/12,atta,4
23/09/14,soja,2
19/07/13,tenderloin,2
30/12/11,chocolate,1038
21/12/13,bacon,199
17/04/14,rice,163
07/07/12,breakfast,848
08/06/12,dairy,30
11/05/14,nestle,1
31/07/12,noodles,146
10/03/12,catfish,6
13/08/12,seafood,51
09/02/14,chocolate,905
13/04/12,mozzarella,9
22/12/13,noodles,82
07/09/13,goat,43
11/11/11,dairy,20
08/10/12,feta,1
26/04/12,chicken,485
20/09/12,tea,588
12/02/12,swine,9
05/04/14,coffee,663
03/06/14,syrup,17
24/07/14,colby,4
10/11/11,salt,60
26/04/12,steak,108
24/03/13,mozzarella,8
31/05/14,sugarcane,1
11/04/14,dinner,726
20/10/11,lunch,628
12/06/12,starch,4
12/09/12,cheshire,8
13/03/14,steak,161
01/06/12,goat,34
26/10/12,starch,2
11/05/13,whisky,13
20/11/12,coffee,754
09/10/13,noodles,79
30/06/14,gatorade,41
25/09/14,salmon,24
05/11/13,tea,550
29/11/12,oyster,16
29/06/14,beef,212
06/04/13,meat,206
07/05/14,gluten,18
25/02/14,wheat,7
23/07/13,oyster,6
20/11/13,scotch,9
08/02/14,fish,304
04/02/12,barley,13
06/04/14,rice,146
16/03/14,pig,95
23/04/12,bacon,206
21/09/14,rice,230
31/12/13,prawn,7
07/09/14,rib,17
27/04/14,pasta,103
15/05/14,catfish,340
23/03/13,dairy,38
20/02/12,pastrami,1
15/03/12,bran,13
08/04/12,yogurt,35
01/06/13,sugar,158
02/02/13,nestle,4
27/06/12,yogurt,55
05/03/12,food,2071
15/03/14,syrup,26
13/05/14,meals,73
12/08/14,chorizo,2
10/01/12,salt,65
08/02/14,pasta,76
04/03/14,butter,127
06/07/12,spud,5
21/02/14,butter,176
19/11/13,pasta,93
01/08/13,ravioli,8
21/10/11,prawn,5
01/06/14,kidney,15
01/09/12,salmon,34
11/03/14,butter,123
05/05/12,pig,83
30/07/14,tater,7
18/02/14,dairy,23
29/08/13,mozzarella,9
21/09/14,beef,144
18/02/12,salt,66
25/03/12,flour,127
07/10/12,cola,143
07/07/12,salmon,27
29/12/11,barley,24
13/11/12,fish,393
17/06/13,coca,12
04/08/14,dairy,15
18/09/13,meal,217
30/11/13,barley,14
22/11/12,soya,6
26/12/12,meat,126
23/09/12,cow,83
02/07/14,ham,66
14/04/14,ravioli,5
06/09/13,ham,78
01/06/13,dairy,42
11/06/12,goat,22
23/11/11,herring,6
05/12/12,dairy,18
11/10/11,flour,6
26/12/13,nestle,2
26/08/12,coffee,560
27/03/12,chorizo,2
10/08/14,herring,1
06/02/12,liver,28
12/11/13,romano,2
29/04/14,ricotta,2
02/12/13,bread,415
29/03/12,herring,3
04/05/12,bran,7
27/05/12,pork,81
26/06/12,gatorade,53
01/12/12,poultry,2
12/10/12,brisket,1
02/04/12,seafood,28
12/10/11,whisky,2
07/06/14,veal,2
23/08/14,dairy,16
22/11/11,tater,6
30/10/11,whisky,24
13/09/14,sheep,35
07/10/13,beef,177
30/09/13,butter,127
04/04/12,dinner,843
01/11/13,milk,190
07/03/14,coca,6
24/08/13,catfish,41
10/10/11,corn,38
07/09/14,atta,6
28/08/14,whisky,17
30/03/14,pasta,107
23/11/11,meat,236
07/08/14,romano,3
15/08/13,cola,47
20/04/12,steak,94
18/04/12,goat,21
09/02/12,liver,18
12/09/13,wheat,19
16/11/11,dairy,30
17/02/14,carp,2
07/03/12,bread,201
19/12/12,oat,1
02/07/14,dairy,18
23/03/14,sardine,1
07/06/12,quark,2
16/12/12,soya,6
14/09/14,sugar,142
06/02/14,beef,184
19/10/11,kidney,8
09/09/12,parmesan,5
21/01/13,ham,32
31/03/13,buttermilk,3
01/04/13,pig,97
08/03/14,butter,98
04/06/13,oyster,8
12/03/13,ravioli,3
07/03/13,spud,7
21/04/13,sirloin,4
17/11/12,soya,4
21/05/13,romano,3
12/07/12,spud,2
20/04/14,kidney,13
10/06/12,pork,65
09/10/13,pig,92
02/06/12,flour,6
19/06/12,rib,11
17/02/12,nestle,5
22/03/14,sheep,337
16/10/12,eggnog,2
05/08/14,whisky,22
01/06/13,poulet,1
27/10/12,lunch,501
07/07/14,pork,49
13/08/14,seafood,39
06/05/13,gluten,7
01/04/12,mozzarella,5
24/08/14,bread,248
28/12/13,milk,189
07/05/12,cola,46
24/11/11,whisky,22
12/04/12,foods,78
10/06/12,chocolate,510
02/08/12,prawn,7
20/10/13,cheddar,16
24/02/12,colby,7
31/10/12,salmon,18
08/08/13,liver,34
14/02/14,buttermilk,1
16/02/12,salmon,20
18/04/12,mozzarella,9
09/05/14,cream,484
22/01/13,salmon,15
06/10/12,rib,16
18/03/12,fish,317
18/09/12,ravioli,7
20/06/13,rice,173
02/06/13,meat,132
25/09/13,romano,2
02/08/12,egg,114
27/12/12,cheshire,4
18/01/12,eggnog,1
18/10/13,gatorade,33
11/04/12,catfish,4
25/05/12,lunch,847
24/08/13,food,2904
24/09/13,meat,171
03/07/12,breakfast,672
30/07/13,flour,15
19/01/12,sugar,170
26/11/13,swine,9
20/10/13,cheshire,36
12/03/13,buttermilk,3
06/08/12,syrup,38
14/02/13,scotch,21
16/07/12,mozzarella,7
09/09/13,prawn,5
03/03/14,salt,112
27/10/13,soya,1
30/09/13,coffee,926
18/09/14,veal,4
31/03/14,coca,5
28/07/13,coca,4
25/04/14,scotch,6
22/11/12,lunch,538
01/08/13,seafood,57
25/06/13,lamb,20
07/02/12,ham,105
05/11/12,feta,5
14/05/14,tater,6
24/02/14,provolone,1
12/09/14,cookie,131
21/03/14,gluten,13
16/09/14,coffee,873
27/10/12,brisket,2
25/05/13,cola,51
27/03/12,gluten,4
24/12/12,oat,5
15/07/12,salmon,26
04/07/13,wheat,29
05/06/12,egg,123
26/10/12,cola,59
01/05/14,beer,491
05/03/13,sardine,1
06/07/14,beer,515
20/04/13,meat,50
15/05/13,beef,202
17/01/12,colby,4
01/06/13,coffee,533
11/12/13,rice,148
26/10/12,sugarcane,2
20/10/13,syrup,31
07/10/13,soja,3
21/02/14,rib,8
18/11/12,nestle,7
08/09/13,soya,3
14/05/13,herring,2
19/02/13,ravioli,16
02/11/13,pork,46
19/10/12,ham,96
05/09/13,pig,99
02/01/12,atta,9
18/11/11,flour,8
23/11/11,feta,6
28/08/12,oat,2
30/08/12,foods,120
01/11/11,chocolate,320
11/09/13,meat,164
31/01/13,ethanol,1
01/06/14,breakfast,654
27/10/13,food,2505
21/04/14,dairy,20
23/05/13,foods,110
21/08/13,meals,74
16/10/11,starch,1
01/10/14,carp,1
26/11/12,seafood,74
20/07/14,foods,123
17/04/14,pork,57
25/05/12,parmesan,3
15/10/13,lunch,886
13/09/14,sugar,189
21/04/13,flour,12
20/04/14,salmon,22
06/01/12,flour,6
30/08/13,beef,146
28/12/13,chorizo,5
16/10/12,pig,100
09/07/13,beef,190
07/10/13,kidney,23
23/08/12,buttermilk,1
05/02/14,steak,2
12/07/13,flour,11
20/03/12,parmesan,1
19/03/12,sheep,32
05/12/13,lunch,734
22/08/14,colby,5
03/10/12,meal,246
13/11/13,sirloin,1
30/09/14,romano,3
23/10/12,parmesan,3
31/08/14,poultry,1
18/07/13,kine,1
18/07/13,chicken,618
11/04/13,rice,278
04/01/13,pig,147
02/08/12,salmon,25
16/02/12,tenderloin,1
07/01/13,swine,5
02/06/13,foods,100
18/09/13,meat,132
08/04/14,food,2479
12/09/14,oat,1
20/10/11,herring,4
11/05/13,breakfast,874
30/04/12,beef,143
19/07/14,sardine,3
15/12/13,pork,56
06/01/12,chocolate,437
06/02/12,beef,143
05/05/12,syrup,26
17/10/13,starch,3
14/08/14,salmon,29
15/04/13,sardine,8
18/08/12,feta,2
22/08/14,food,2091
03/01/12,fish,241
27/05/14,yogurt,73
24/06/12,coca,3
12/04/12,atta,11
12/05/13,feta,8
17/04/14,scotch,17
04/12/13,lunch,759
06/01/12,atta,7
02/07/12,liver,34
04/03/12,kidney,10
18/06/13,wheat,27
03/01/13,coffee,810
24/06/13,feta,4
27/03/13,tea,588
21/04/14,swine,2
24/06/14,yogurt,62
21/05/14,rice,132
16/06/14,sheep,29
23/02/13,ethanol,1
18/01/12,tater,1
16/06/12,quark,1
23/12/13,butter,113
29/05/13,sardine,1
24/11/12,meals,71
28/08/13,cheddar,6
13/02/13,poultry,1
20/08/12,chocolate,595
23/11/13,poultry,2
28/07/14,ricotta,1
25/04/12,chese,1
17/11/13,lamb,29
22/07/13,pig,109
12/08/12,ham,143
22/05/12,soja,2
23/04/14,oyster,7
29/11/12,wheat,21
16/11/13,poulet,1
01/03/12,prawn,4
17/09/14,pimento,2
25/07/14,soya,2
29/09/12,sardine,1
25/03/12,maize,3
02/01/13,mozzarella,3
14/03/12,sugarcane,1
21/03/13,tea,641
08/03/14,pig,91
30/01/13,chicken,614
01/08/12,cola,48
19/06/14,lunch,615
04/07/14,noodles,55
03/05/13,coffee,767
12/11/13,mozzarella,32
01/05/12,beef,193
25/05/12,pig,97
07/05/12,meal,284
10/07/14,scotch,11
03/12/12,noodles,108
27/07/12,parmesan,2
01/02/13,noodles,127
29/08/13,meat,121
07/09/14,oyster,13
22/09/14,pig,65
06/07/13,quark,3
12/04/13,herring,2
25/07/14,spud,6
13/12/13,sirloin,1
01/01/12,atta,9
29/07/13,lunch,648
30/04/12,flour,14
06/12/12,prawn,206
09/06/12,meals,48
28/07/12,veal,3
21/10/12,eggnog,8
09/08/12,dairy,21
01/05/13,scotch,13
16/10/12,yogurt,63
16/08/14,cow,49
06/09/13,barley,25
24/04/14,swine,9
10/12/13,ricotta,1
14/01/13,gluten,2
14/09/14,chocolate,464
08/06/14,biofuel,2
22/03/14,meals,52
28/08/12,flour,8
15/10/11,dinner,359
11/07/14,coca,3
11/10/11,poulet,1
25/04/14,herring,2
20/08/13,oyster,12
21/02/14,steak,89
24/12/13,lunch,432
06/07/13,seafood,54
26/02/13,pork,65
10/09/14,veal,1
06/06/13,coffee,805
18/02/14,milk,225
14/09/14,goat,72
06/05/14,feta,1
29/09/11,cola,46
14/09/14,barley,15
19/06/13,cheshire,12
22/08/13,liver,41
12/09/12,syrup,31
25/09/12,scotch,14
17/10/11,cream,161
08/08/14,scotch,10
02/07/14,brisket,3
09/07/12,oxen,1
20/10/13,kine,3
06/07/14,cheshire,7
15/05/13,coffee,724
28/03/14,bran,7
07/08/14,whisky,35
10/02/14,foods,161
26/06/13,chocolate,675
09/09/13,goat,50
02/08/12,farina,4
23/09/13,liver,42
08/02/14,cheshire,16
01/09/14,foods,126
10/03/12,sugar,147
17/08/12,syrup,41
05/01/13,dairy,16
07/05/14,pasta,102
23/11/12,meal,366
23/09/13,ham,59
14/12/13,sugar,165
22/06/12,herring,5
16/02/12,pastrami,2
14/02/13,noodles,75
16/03/14,potato,91
24/06/14,oyster,35
31/05/14,syrup,11
30/09/14,pork,59
30/10/11,poultry,2
18/06/12,tater,3
01/04/14,beef,142
19/04/12,buttermilk,4
26/10/13,barley,12
26/05/13,pimento,1
10/10/13,noodles,85
17/06/13,feta,2
11/02/12,butter,78
14/12/12,pastrami,1
25/03/12,poulet,1
08/02/13,cheddar,11
28/09/11,liver,11
30/09/11,soja,3
12/06/14,brisket,2
03/05/14,atta,5
02/10/13,soja,4
27/03/12,gatorade,25
24/10/12,milk,313
17/10/13,atta,7
18/10/12,food,2567
29/04/13,goat,70
15/12/13,poulet,2
12/03/14,oat,1
15/03/12,swine,4
15/02/12,potato,71
12/02/12,bacon,259
25/09/14,milk,220
06/12/13,cow,69
16/04/14,beef,213
22/10/13,steak,93
20/04/13,dairy,14
24/03/12,buttermilk,2
28/06/14,butter,108
31/05/13,ethanol,1
18/03/12,sugarcane,1
21/03/13,spud,6
03/08/12,soja,2
30/01/12,cheddar,18
22/03/14,oyster,11
14/10/13,pork,72
21/05/12,cattle,5
29/06/14,lunch,319
17/11/11,nestle,6
26/08/14,oyster,10
07/09/14,gatorade,48
12/01/13,cheshire,19
25/09/14,whisky,17
18/10/11,catfish,1
22/11/12,nestle,1
24/03/14,colby,5
03/03/14,coffee,755
25/07/13,salami,24
27/10/11,cow,90
05/07/13,gluten,13
18/06/13,fish,392
07/09/13,pasta,95
22/03/14,sardine,1
27/03/14,ricotta,3
25/10/13,gluten,7
22/02/12,goat,28
18/03/13,colby,9
29/04/12,ethanol,1
01/12/12,liver,31
26/05/12,provolone,1
29/07/13,salami,6
01/04/13,bread,232
21/11/11,bread,372
31/07/13,brisket,4
15/12/13,gluten,14
01/07/14,seafood,42
22/08/12,meat,142
14/10/12,coffee,667
09/08/14,cola,37
26/12/13,pig,92
12/08/12,chocolate,617
07/02/12,barley,11
02/06/12,sugar,169
15/08/12,soja,6
07/11/13,foods,139
31/07/12,breakfast,803
27/12/11,spud,4
04/11/12,poultry,1
28/07/13,salt,95
12/04/13,prawn,2
07/02/12,goat,23
14/05/14,cola,24
04/03/14,salt,104
02/02/13,lamb,36
23/09/14,coffee,805
17/09/13,yogurt,58
11/09/13,bread,278
09/07/12,yogurt,56
27/05/12,ravioli,4
29/05/14,syrup,27
21/09/14,dinner,782
14/04/14,butter,167
14/12/13,dinner,776
09/03/14,pork,51
27/12/12,rib,7
13/12/13,gluten,8
12/08/12,liver,58
16/09/14,provolone,1
14/01/12,bacon,220
30/04/14,whisky,39
14/06/14,soybeans,1
01/07/12,spud,2
17/05/13,cheshire,10
27/12/13,cream,486
23/08/13,prawn,7
01/09/14,lamb,69
14/11/12,chocolate,874
27/07/14,egg,71
07/08/14,yogurt,84
24/07/14,pasta,82
19/06/14,salmon,37
21/01/13,coffee,212
22/06/12,syrup,26
04/09/13,butter,230
06/09/13,scotch,10
06/10/12,ethanol,2
01/04/14,gluten,16
15/10/13,parmesan,3
02/05/13,wheat,32
08/01/13,gatorade,79
12/11/11,sardine,2
02/06/14,seafood,37
05/11/13,salami,7
09/07/14,kefir,1
12/09/13,oyster,12
02/04/14,pasta,79
15/11/13,syrup,22
25/03/12,eggnog,1
01/04/14,soja,2
04/05/14,lamb,30
05/04/12,atta,8
18/03/14,spud,1
05/03/14,noodles,62
17/06/14,salt,102
06/09/12,cheddar,16
13/08/14,romano,3
09/09/12,catfish,9
29/12/11,salt,146
11/07/12,prawn,8
10/11/13,chicken,543
03/01/12,noodles,114
06/07/13,food,2901
04/01/12,food,1692
24/10/11,chocolate,407
22/12/12,veal,3
28/08/14,pork,44
26/01/13,catfish,69
04/11/13,potato,102
01/10/13,kidney,26
19/09/14,breakfast,509
26/11/12,pimento,1
15/09/12,pasta,92
04/03/12,rib,18
13/03/12,coca,10
29/05/12,cream,783
28/07/14,breakfast,496
07/06/14,chicken,444
19/01/13,cattle,1
20/02/13,liver,19
16/08/12,kidney,29
09/05/12,gluten,8
15/10/13,coca,11
24/08/13,potato,87
02/07/12,cream,761
26/05/13,flour,9
26/10/13,beer,529
25/03/12,kidney,12
07/11/13,biofuel,1
29/08/13,roquefort,1
22/02/14,whisky,11
26/03/12,dinner,847
29/03/13,foods,128
02/09/13,flour,4
02/09/13,colby,5
06/06/14,tea,397
12/03/13,seafood,46
31/01/13,tea,558
18/07/12,feta,1
28/07/13,potato,135
29/05/14,meal,231
16/08/12,fish,414
10/03/13,poulet,1
25/11/11,fish,366
31/01/13,rib,13
02/03/14,foods,258
02/12/13,pasta,85
07/03/13,tater,8
22/04/12,steak,107
01/04/14,sheep,36
25/08/13,spud,1
08/07/14,roquefort,2
08/02/12,rice,138
25/01/13,poultry,1
12/04/13,carp,10
02/08/13,meal,281
14/09/14,nestle,6
16/01/13,lamb,39
15/08/12,oyster,5
17/01/13,ethanol,1
11/07/13,ravioli,11
22/07/13,ricotta,1
13/08/13,chocolate,703
19/08/12,catfish,6
01/04/12,feta,2
10/05/13,soya,1
21/07/12,seafood,48
14/08/13,mozzarella,9
24/10/11,pastrami,2
22/04/13,buttermilk,2
26/10/12,feta,1
30/12/13,syrup,20
18/05/12,buttermilk,3
11/03/14,edam,1
09/09/13,dinner,1001
20/11/12,salt,92
31/05/12,oyster,13
26/11/13,poultry,4
25/06/13,salmon,28
12/04/14,beef,147
13/02/14,flour,10
30/01/12,potato,52
16/09/14,beer,368
02/05/12,ham,97
15/03/12,oxen,2
03/08/12,nestle,4
31/03/13,seafood,54
28/10/13,dinner,729
24/06/14,egg,94
14/02/12,fish,215
23/05/12,milk,274
17/08/14,chocolate,386
19/04/13,swine,10
17/11/12,meal,274
07/07/13,wheat,14
13/07/13,lunch,495
26/10/13,oyster,8
20/02/14,cream,443
02/02/13,cheshire,16
16/07/13,bran,9
14/02/14,cookie,319
09/08/12,sheep,43
20/04/12,starch,2
17/02/14,scotch,12
04/04/12,bread,235
01/12/12,ham,383
07/03/13,chocolate,823
29/03/12,cola,35
01/11/13,flour,12
12/03/14,coca,4
12/03/12,oyster,6
30/07/13,milk,275
26/10/13,tea,474
12/05/12,beer,513
25/10/11,ham,81
13/01/13,pork,65
10/02/13,parmesan,3
07/05/12,roquefort,1
06/03/13,syrup,31
12/05/13,food,2912
24/09/14,lamb,24
08/03/13,steak,132
24/08/13,goat,37
15/11/12,gatorade,14
19/04/14,corn,60
17/03/12,cheddar,10
09/07/12,swine,10
06/08/14,cheshire,17
09/03/13,milk,262
14/03/14,cola,31
23/11/12,pork,48
02/05/14,cookie,155
01/02/12,rib,20
17/04/12,salmon,26
12/01/13,quark,1
14/09/12,goat,36
24/10/11,corn,58
14/09/12,steak,94
27/02/12,potato,55
18/01/12,herring,4
02/11/13,rib,6
10/03/12,sheep,26
21/09/12,poulet,1
04/08/13,romano,2
02/01/13,pork,65
29/10/11,corn,152
21/12/12,kine,1
22/03/14,pasta,83
20/11/11,dinner,1800
03/09/13,ravioli,3
23/09/14,meal,223
17/04/14,chicken,531
13/04/12,beer,469
25/11/11,parmesan,2
13/11/13,romano,2
18/02/12,cream,359
05/02/13,pig,127
13/07/12,poultry,2
30/10/13,meals,62
03/01/12,romano,1
21/05/13,wheat,22
24/06/12,potato,93
31/08/12,chese,1
05/01/12,gluten,2
20/06/12,chicken,591
13/09/14,seafood,27
22/11/12,veal,1
22/12/13,beef,114
15/04/14,poultry,2
03/05/14,colby,4
27/11/12,whisky,9
30/03/14,tater,5
15/07/13,cattle,12
13/08/14,rib,17
19/03/14,colby,7
23/09/13,kefir,1
13/09/14,provolone,1
04/09/13,parmesan,5
21/04/14,bran,5
17/12/12,butter,148
04/06/13,meals,103
30/09/13,egg,94
26/06/13,cheddar,18
04/03/13,pig,126
24/07/14,farina,1
25/07/12,prawn,1
17/03/14,potato,66
25/05/13,egg,114
06/09/14,catfish,20
03/09/12,steak,112
28/09/13,yogurt,55
30/03/14,flour,9
18/07/13,butter,138
17/06/14,syrup,30
20/04/13,foods,66
20/10/13,beer,551
11/06/14,swine,7
20/08/14,kidney,9
22/06/12,beef,152
31/01/12,herring,3
17/11/13,maize,3
17/05/13,bacon,173
03/01/12,salt,80
10/11/12,cheddar,11
10/04/14,prawn,2
01/04/14,nestle,7
06/02/13,noodles,106
18/05/13,biofuel,1
03/08/13,atta,7
19/03/13,milk,287
08/09/12,salami,4
17/08/14,egg,100
08/04/12,salmon,16
01/08/14,prawn,6
12/10/12,edam,2
30/07/13,soybeans,2
09/07/12,dairy,26
15/05/13,maize,7
27/11/12,ham,141
03/01/13,kidney,20
07/07/14,liver,19
02/03/13,gatorade,35
18/10/12,buttermilk,1
08/06/12,veal,1
10/01/12,milk,256
14/01/13,cheshire,11
28/10/13,barley,24
20/08/12,meat,173
15/09/12,steak,128
21/03/14,pastrami,2
03/09/14,ham,55
01/08/12,gatorade,36
20/05/12,ethanol,1
15/12/12,egg,113
23/01/13,syrup,61
27/12/13,chicken,560
29/05/12,brisket,1
21/12/13,flour,10
13/04/12,nestle,2
31/07/14,starch,3
08/08/14,sugar,194
21/09/13,potato,86
29/06/12,prawn,10
16/04/12,tater,4
05/08/14,oyster,19
23/11/11,atta,10
19/09/13,bread,233
29/12/11,steak,226
21/04/14,cheshire,16
13/07/13,pimento,2
21/04/14,wheat,24
31/05/12,goat,40
29/02/12,provolone,1
04/07/13,romano,1
05/08/12,barley,26
01/09/12,brisket,3
02/06/13,food,3109
02/12/13,liver,30
07/11/13,pasta,106
25/12/13,kefir,1
09/06/14,cattle,8
17/06/14,tater,3
08/06/14,cookie,152
23/11/12,oat,3
05/08/14,yogurt,34
12/10/11,coca,3
14/04/13,sugar,286
07/03/13,swine,6
