date,food,count
22/03/13,salmon,2
10/03/12,rice,6
11/04/12,bacon,13
06/03/12,salt,8
04/06/14,noodles,2
17/10/12,soya,1
27/07/13,salt,15
19/09/12,egg,10
01/05/13,cola,5
11/11/12,meal,40
29/09/13,steak,2
10/10/13,beer,38
11/11/13,soya,1
11/10/11,fish,16
07/11/13,meals,13
21/11/12,gatorade,3
23/11/11,meat,19
11/03/13,beer,36
13/06/12,salt,11
12/05/12,noodles,2
29/02/12,chicken,47
25/02/13,bacon,15
28/08/13,roquefort,1
21/02/13,bacon,12
11/11/12,ham,30
22/05/13,oyster,2
28/09/12,chicken,39
04/08/14,roquefort,2
19/09/12,whisky,1
21/06/13,steak,10
03/06/13,cookie,10
03/04/14,sugarcane,1
25/04/14,oyster,2
31/03/14,coca,3
11/09/14,farina,1
23/11/11,pig,3
20/02/13,meal,32
04/02/13,butter,8
17/10/11,maize,2
01/05/14,beer,44
27/03/13,coffee,48
18/07/13,cow,8
09/01/12,bacon,7
20/02/13,oyster,3
20/06/14,tea,40
05/09/13,pig,4
11/10/13,cheshire,1
24/05/12,lamb,1
26/05/14,chicken,21
06/12/13,noodles,2
01/09/14,prawn,1
07/09/14,meals,5
26/11/11,foods,6
11/10/12,ham,7
06/09/14,whisky,1
20/07/13,cream,43
01/12/12,tea,32
24/02/12,meal,24
30/07/13,ham,15
01/05/12,chicken,32
10/03/14,bread,31
20/09/13,cow,10
13/10/11,chocolate,7
18/11/13,rice,8
08/06/12,cream,43
31/05/14,lunch,30
30/01/13,chicken,70
22/06/12,bread,27
22/08/12,dinner,66
16/04/12,beef,28
02/08/13,oyster,1
29/04/14,meat,5
06/04/12,coca,1
08/09/14,chocolate,19
15/05/14,biofuel,1
14/08/12,coca,5
05/01/13,goat,6
25/03/13,cheshire,1
18/05/12,soya,1
22/03/14,cream,47
21/08/14,beer,46
05/08/13,steak,14
15/04/13,steak,2
17/08/12,barley,1
29/11/11,dinner,9
01/03/14,noodles,1
17/08/12,syrup,8
15/07/12,coca,3
04/05/14,meals,5
09/07/14,egg,13
25/10/13,herring,1
05/05/12,beef,10
10/09/12,chicken,32
01/12/13,herring,1
24/11/12,bran,2
31/05/14,dairy,2
09/03/12,sardine,1
28/10/13,kidney,4
27/07/14,chorizo,1
17/11/13,beef,16
16/09/12,butter,9
21/05/12,nestle,1
06/11/12,chocolate,75
04/09/12,pig,5
01/07/13,coca,4
06/05/12,food,244
10/12/13,pasta,13
19/08/13,cheddar,9
16/07/12,butter,15
11/09/13,bread,15
07/05/14,cola,18
20/10/12,meat,13
04/08/14,bacon,12
26/05/13,potato,4
02/11/12,meat,15
13/04/12,pig,1
01/04/14,gluten,25
22/05/12,chocolate,49
09/02/14,tater,1
21/01/12,wheat,1
09/07/14,tater,1
16/12/12,gluten,13
02/09/14,gluten,39
29/11/12,rib,1
19/06/12,poulet,3
29/10/12,beer,75
29/07/13,cow,5
24/08/13,potato,5
27/10/13,egg,9
24/11/13,atta,2
07/04/14,brisket,1
26/07/13,beef,34
03/07/14,poulet,2
27/04/14,biofuel,1
31/01/13,tea,38
03/04/12,pork,1
21/08/13,coca,2
27/05/14,tea,66
20/01/12,colby,1
18/06/13,dinner,40
16/01/13,lamb,1
24/05/14,goat,2
28/01/12,corn,3
26/11/12,eggnog,1
26/07/13,coca,8
12/02/13,wheat,5
30/01/12,potato,10
16/11/13,whisky,1
07/05/13,buttermilk,1
15/06/12,salmon,3
23/09/13,boeuf,1
26/12/11,sugar,2
25/12/12,cola,6
12/03/12,oyster,2
16/09/12,salt,3
17/11/11,corn,1
03/06/13,beer,53
12/08/12,liver,4
22/08/13,bread,35
24/06/14,meals,11
13/06/12,bacon,21
31/12/13,steak,4
17/10/12,lamb,2
28/02/12,cattle,1
10/10/11,catfish,1
27/04/14,tea,31
07/06/13,chocolate,48
27/02/13,kidney,4
06/02/14,bread,31
30/04/14,flour,2
30/12/13,cheshire,1
07/07/13,coca,5
12/12/12,steak,6
27/05/14,romano,1
22/04/12,spud,2
09/09/13,catfish,7
23/11/11,scotch,1
01/05/12,chorizo,1
24/08/13,bacon,9
28/01/12,salt,8
14/05/12,fish,20
06/03/12,wheat,2
10/04/14,pimento,2
16/06/12,flour,1
14/10/13,rice,8
20/12/12,cola,14
30/04/12,catfish,1
19/12/12,sheep,9
26/01/12,catfish,1
11/12/12,liver,2
17/10/12,oyster,4
03/01/12,bran,1
23/07/14,foods,14
01/06/13,romano,1
04/10/13,butter,6
09/02/13,maize,1
16/11/11,fish,19
14/05/14,chocolate,44
14/03/14,tea,46
04/11/13,chese,1
27/04/14,salt,6
03/09/13,rib,2
17/11/11,whisky,1
16/08/13,chocolate,116
28/01/12,food,186
25/05/12,milk,9
03/11/12,sugar,46
12/04/12,oyster,3
23/03/12,pasta,8
23/11/12,swine,1
19/06/12,kidney,4
07/07/12,syrup,1
14/04/13,mozzarella,1
24/02/13,sugar,15
04/08/12,potato,5
05/04/12,liver,1
26/12/11,bacon,2
10/11/12,dairy,1
06/03/13,lamb,5
01/01/13,chicken,9
14/08/12,foods,3
11/05/12,kidney,2
14/11/13,butter,8
15/01/13,cow,9
08/02/14,cream,26
09/03/14,cattle,3
01/02/13,spud,2
16/03/12,corn,4
16/02/12,dairy,3
27/05/14,salt,10
24/05/12,oxen,2
19/03/13,goat,9
12/05/13,dinner,32
05/11/13,whisky,3
15/11/13,bacon,16
25/03/13,syrup,1
30/05/13,bread,30
19/09/13,ham,12
23/02/13,pasta,7
21/12/13,salt,5
29/10/13,kine,1
18/12/12,poulet,5
28/03/14,chocolate,75
12/03/14,bacon,19
28/07/12,noodles,3
12/11/13,meal,38
08/09/12,beef,17
12/07/13,meals,18
13/10/12,brisket,2
29/01/12,ravioli,1
22/09/13,chocolate,39
19/08/13,volaille,1
01/08/13,lunch,65
04/03/13,food,202
20/09/12,salmon,2
18/03/13,cattle,2
21/03/12,coffee,61
22/03/13,rice,9
08/07/13,ham,11
07/05/13,beef,20
20/02/12,coffee,48
25/10/12,prawn,1
13/08/12,pork,3
24/11/12,dinner,61
10/02/14,meat,15
11/09/13,meals,11
01/08/14,kidney,4
29/10/12,salmon,2
03/06/13,nestle,4
30/10/11,corn,2
17/07/13,catfish,59
05/11/13,sheep,5
24/10/13,cow,11
05/01/12,atta,3
31/03/14,poulet,1
05/02/13,rib,3
03/10/12,whisky,1
22/09/12,roquefort,1
18/07/14,seafood,10
09/07/13,flour,2
05/12/13,dinner,25
19/06/12,barley,4
07/06/12,barley,2
11/06/14,lunch,46
30/10/11,swine,2
23/10/11,noodles,1
30/05/13,rib,2
07/03/12,pork,13
22/06/14,cow,13
20/12/13,oat,1
01/05/14,pork,6
09/10/13,sheep,3
02/05/14,lamb,1
03/08/13,foods,9
31/07/13,barley,1
21/10/12,coca,3
10/07/12,liver,2
24/09/12,steak,4
10/07/13,cattle,2
07/01/13,salmon,7
14/08/14,syrup,1
19/11/12,chocolate,72
09/01/13,parmesan,2
28/03/13,sheep,4
30/03/13,seafood,5
05/11/13,meal,40
21/12/12,rib,1
20/08/12,cheddar,1
19/04/12,herring,2
10/11/11,steak,3
26/08/14,atta,2
22/05/13,lamb,4
16/06/13,egg,7
14/02/14,egg,5
05/08/14,dairy,6
26/12/13,goat,2
15/06/12,cattle,1
17/06/13,sheep,5
21/04/13,beef,7
02/11/12,coffee,77
18/09/14,ravioli,1
01/11/12,bran,1
21/08/12,cattle,1
22/07/13,ethanol,1
16/08/14,seafood,3
15/09/12,meat,11
07/09/13,atta,1
06/04/12,cheddar,3
17/06/12,salmon,4
10/07/13,oyster,1
12/07/13,catfish,2
15/11/12,bacon,9
26/06/12,yogurt,5
05/02/13,coca,8
19/07/12,egg,18
13/01/13,yogurt,3
15/06/13,seafood,5
01/10/12,rib,3
04/04/12,coca,2
23/10/13,oyster,2
16/01/12,corn,2
10/05/13,salt,7
14/04/12,colby,1
02/03/14,dinner,50
21/01/13,beer,9
28/01/12,chocolate,37
15/01/13,pork,12
24/11/13,seafood,1
16/05/13,dinner,7
23/09/14,pig,8
04/12/12,corn,8
26/11/12,yogurt,4
21/04/12,salt,26
26/08/14,scotch,1
15/01/13,salt,9
14/06/13,sirloin,1
01/02/13,catfish,2
17/09/12,barley,2
24/06/13,cheddar,6
25/07/12,goat,4
01/02/13,biofuel,4
07/09/12,salmon,1
15/09/12,colby,1
24/01/12,wheat,2
18/08/12,meals,3
12/03/14,oxen,2
04/01/12,chicken,30
26/07/13,butter,7
22/02/13,oat,2
14/03/13,beef,9
13/07/13,scotch,1
12/03/14,dinner,41
18/06/13,catfish,2
16/05/12,nestle,1
03/03/13,cookie,11
12/05/14,pork,3
18/02/14,salmon,2
11/07/14,potato,5
30/12/11,chocolate,23
21/12/13,bacon,21
16/06/13,sheep,4
17/04/14,rice,16
15/05/14,pork,2
30/04/13,kefir,1
07/07/12,breakfast,22
31/07/13,yogurt,6
08/06/12,dairy,3
31/07/12,noodles,8
10/03/12,catfish,2
21/02/14,goat,7
26/07/14,noodles,4
13/08/12,seafood,3
08/05/14,flour,2
20/07/12,meal,28
23/03/14,chocolate,31
09/02/14,chocolate,206
13/04/12,mozzarella,2
11/03/13,maize,2
26/05/13,salmon,2
21/06/12,beef,15
27/06/12,coca,4
22/12/13,noodles,1
14/10/12,chicken,41
07/09/13,goat,3
04/04/12,bran,1
24/07/12,pork,4
08/07/12,breakfast,34
12/06/14,meal,30
20/09/12,tea,44
09/11/12,pastrami,1
15/06/12,cola,6
06/05/12,beer,35
21/02/12,potato,9
17/07/14,kidney,2
03/06/14,syrup,1
17/11/13,chorizo,2
10/11/11,salt,7
27/08/13,prawn,1
26/04/12,steak,3
20/01/13,poulet,4
20/10/11,lunch,76
12/06/12,starch,2
14/07/13,cheddar,2
10/07/13,cheddar,4
20/03/13,salmon,2
18/10/13,butter,12
08/11/13,barley,3
22/06/12,egg,5
27/10/12,rice,9
01/06/12,goat,3
14/04/14,salt,9
01/06/12,poultry,4
19/08/14,wheat,2
23/05/13,tea,66
20/11/12,coffee,76
07/08/13,liver,16
30/10/13,ravioli,2
30/06/14,gatorade,6
22/06/13,dinner,44
04/01/12,cream,22
13/12/13,chicken,27
02/11/13,rice,5
26/04/14,sugar,17
29/06/14,beef,15
25/06/14,egg,4
06/04/13,meat,13
07/05/14,gluten,30
25/02/14,wheat,1
05/03/13,rice,7
23/07/13,oyster,2
07/08/13,lunch,63
20/11/13,scotch,4
08/02/14,fish,22
15/02/14,meat,10
15/03/12,buttermilk,1
04/09/12,beer,44
24/05/14,bread,22
04/02/12,barley,1
28/09/11,wheat,1
06/08/14,lunch,39
16/03/14,pig,9
23/04/12,bacon,14
21/09/14,rice,11
15/03/13,rice,17
29/03/13,cream,42
27/04/14,pasta,5
12/07/12,rib,2
16/12/12,meal,47
26/08/13,ethanol,1
15/03/12,bran,2
08/04/12,yogurt,1
19/03/12,seafood,1
08/10/13,beer,43
01/06/13,sugar,6
09/04/12,tea,25
07/05/13,cow,6
05/03/12,food,195
06/01/12,sheep,6
13/05/14,meals,13
12/08/14,chorizo,1
23/01/13,cow,4
10/01/12,salt,8
08/02/14,pasta,4
16/12/13,bacon,9
16/11/13,sheep,4
20/05/12,flour,2
18/06/14,egg,4
05/11/12,coca,10
06/07/12,spud,1
21/02/14,butter,18
25/07/14,egg,6
19/11/13,pasta,12
26/06/12,ricotta,1
03/08/14,pasta,11
09/07/14,prawn,1
08/06/12,gluten,9
21/11/13,butter,8
25/07/12,cream,34
17/06/13,liver,2
17/05/14,egg,7
05/03/14,salmon,5
10/07/13,wheat,3
01/09/12,salmon,2
26/09/12,atta,1
20/09/13,seafood,2
24/05/14,rib,1
02/03/12,feta,1
16/01/13,boeuf,1
05/05/12,pig,7
09/06/13,feta,1
25/03/13,bacon,16
01/06/14,mozzarella,1
04/07/13,biofuel,1
18/02/14,dairy,3
05/07/12,bread,14
21/09/14,beef,52
12/04/14,oyster,1
15/07/13,goat,2
25/03/12,flour,145
12/08/12,salmon,1
30/01/12,seafood,10
05/10/12,scotch,1
05/03/13,oyster,1
02/06/12,egg,4
26/09/12,sugar,14
19/08/12,meals,13
29/12/11,barley,2
15/11/11,eggnog,1
13/11/12,fish,25
17/06/13,coca,4
01/06/12,dairy,4
26/02/13,meal,29
18/09/13,meal,28
29/02/12,oyster,1
30/11/13,barley,4
26/12/12,meat,23
03/12/13,salmon,2
23/09/12,cow,4
23/02/13,wheat,1
03/05/12,rice,15
15/10/13,fish,14
20/10/11,seafood,4
04/05/13,potato,3
01/06/13,dairy,3
02/09/12,chicken,27
05/02/12,nestle,1
17/07/14,cream,56
18/03/12,dairy,1
10/10/13,meat,10
16/02/14,chocolate,64
01/04/12,ricotta,1
26/08/12,coffee,31
10/08/14,herring,5
04/03/14,cheshire,2
07/02/12,nestle,1
29/09/13,pasta,14
06/02/12,liver,3
12/11/13,romano,1
02/12/13,bread,23
17/03/14,wheat,4
11/05/12,gatorade,2
18/09/14,yogurt,3
03/04/14,meals,5
27/05/12,pork,8
30/03/13,food,222
17/08/13,soja,1
06/02/13,lunch,89
22/05/14,wheat,4
03/09/12,pig,8
23/06/14,feta,2
02/04/12,seafood,4
12/10/11,whisky,1
26/10/12,edam,1
23/08/14,dairy,1
22/11/11,tater,2
24/07/12,cow,13
14/04/13,rice,6
13/09/14,sheep,2
31/01/12,lunch,69
07/10/13,beef,25
02/04/12,bacon,17
30/09/13,butter,8
28/05/14,meat,10
04/04/12,dinner,39
09/12/13,feta,1
16/09/13,breakfast,30
17/10/12,corn,9
07/03/14,coca,2
12/02/13,chorizo,1
24/08/13,catfish,3
10/10/11,corn,5
31/07/14,pig,6
22/12/12,chicken,27
01/11/12,food,226
27/12/11,dairy,2
10/05/12,liver,3
07/02/13,wheat,3
06/02/13,colby,1
30/03/14,pasta,4
18/06/13,swine,1
11/08/14,cookie,5
07/08/14,romano,1
12/02/12,bread,25
06/03/12,rib,4
21/11/11,dinner,58
09/02/12,liver,3
16/02/12,oyster,2
12/09/13,wheat,3
30/11/12,seafood,1
21/06/14,salmon,1
20/05/14,pork,3
09/12/12,wheat,2
19/04/14,nestle,3
24/07/13,beer,51
02/07/14,dairy,6
14/09/12,noodles,6
20/12/13,salt,13
03/04/14,cola,11
06/02/14,beef,17
24/04/12,salmon,3
19/10/11,kidney,2
05/12/12,carp,1
18/08/13,fish,18
22/08/12,chocolate,37
21/01/13,ham,4
11/05/12,rib,3
26/03/12,cream,47
14/06/13,cola,5
03/11/12,meat,17
06/12/12,beef,12
22/12/12,dinner,35
29/01/12,salt,11
06/05/14,noodles,2
01/06/14,beef,14
01/10/12,bread,19
05/09/13,cheshire,1
12/07/12,spud,1
04/06/13,bread,28
12/03/14,goat,4
13/05/14,bread,26
10/06/12,pork,8
09/10/13,pig,13
19/06/12,rib,1
17/02/12,nestle,2
27/05/13,pig,3
05/12/12,chocolate,72
15/04/12,barley,1
05/08/14,whisky,3
01/06/13,poulet,6
16/11/13,coca,5
08/10/12,milk,30
04/02/12,steak,3
13/05/14,rice,8
09/01/12,syrup,3
06/12/13,salmon,4
19/08/13,oxen,2
07/08/14,salt,13
01/09/12,liver,3
05/12/12,cookie,13
27/07/14,rice,6
22/04/12,potato,3
25/05/14,atta,1
28/12/13,milk,14
26/08/12,pasta,6
28/09/11,lunch,40
16/11/11,yogurt,1
03/05/13,cow,4
10/06/12,chocolate,47
25/11/12,milk,13
06/08/12,catfish,1
07/08/14,pig,6
24/02/12,colby,1
31/10/12,salmon,2
08/08/13,liver,12
16/09/13,food,203
16/02/12,salmon,2
01/11/13,scotch,1
03/09/13,soya,1
18/04/12,mozzarella,1
12/09/13,beef,18
01/04/12,sugar,12
18/06/13,cow,8
10/11/12,oyster,2
09/05/14,cream,65
06/10/12,rib,3
19/08/13,beer,44
27/11/12,chicken,43
27/02/13,salmon,4
17/10/13,nestle,5
18/03/12,fish,31
11/07/13,atta,3
18/09/12,ravioli,1
20/06/13,rice,11
30/05/13,kidney,3
02/06/13,meat,15
12/08/14,butter,8
02/08/12,egg,8
15/12/13,meal,17
02/09/12,meal,15
20/08/14,steak,6
18/10/13,gatorade,6
25/05/12,lunch,67
29/06/14,butter,8
14/05/13,bacon,26
24/09/13,meat,10
17/07/12,noodles,2
30/08/13,boeuf,1
27/02/12,poulet,1
13/12/12,gatorade,2
25/06/14,salmon,4
26/11/13,swine,2
11/09/14,pork,3
28/02/13,goat,24
14/12/12,cheshire,2
02/01/12,cream,21
20/05/12,cookie,7
14/02/13,scotch,2
23/09/12,poulet,4
16/03/14,foods,18
22/08/14,rice,14
03/03/14,salt,11
11/08/13,chocolate,73
06/03/13,steak,2
12/10/11,lunch,52
28/11/13,fish,16
10/05/13,cream,46
04/09/14,farina,1
30/09/13,coffee,72
27/06/12,lamb,4
27/05/13,gatorade,6
02/02/12,whisky,1
09/09/14,butter,3
25/04/14,scotch,1
01/08/13,seafood,1
25/06/13,lamb,1
20/08/14,cattle,3
07/02/12,ham,3
05/06/13,sugar,14
12/09/14,cookie,8
25/07/12,poulet,5
02/10/12,breakfast,22
22/06/13,meals,5
28/05/13,scotch,1
11/12/13,parmesan,1
16/09/14,romano,7
21/03/14,gluten,29
16/09/14,coffee,156
01/06/12,gluten,11
15/04/14,quark,1
26/10/13,scotch,1
09/01/13,beer,57
25/01/13,catfish,5
08/01/13,breakfast,42
27/03/12,gluten,10
07/06/13,scotch,4
08/08/13,butter,17
31/05/13,ham,12
11/03/14,cow,4
15/07/12,salmon,4
24/07/14,cola,35
19/06/14,wheat,4
05/06/12,egg,8
25/02/14,swine,2
16/05/14,gluten,50
25/12/13,meals,9
12/02/14,coffee,63
14/04/14,oat,1
06/08/14,colby,1
20/11/12,foods,6
08/06/12,whisky,4
22/03/14,cola,8
06/07/14,beer,41
20/04/13,meat,2
13/03/14,cookie,10
13/05/13,atta,2
15/05/13,beef,17
17/01/12,colby,1
25/09/12,food,282
11/12/13,rice,9
21/10/11,ricotta,1
03/08/12,poulet,1
26/10/12,butter,9
20/10/13,syrup,1
21/02/14,rib,2
23/04/12,cattle,3
18/11/12,nestle,1
27/07/13,lunch,23
19/02/13,ravioli,1
02/11/13,pork,6
19/10/12,ham,9
12/10/13,lunch,28
05/09/14,milk,13
24/12/13,mozzarella,2
31/05/14,kidney,2
21/10/11,coffee,34
23/11/11,feta,1
16/07/12,goat,6
11/02/13,noodles,3
30/08/12,foods,9
04/06/13,lunch,77
01/11/11,chocolate,11
22/11/12,romano,1
11/09/13,meat,10
31/01/13,ethanol,2
01/06/14,breakfast,27
27/10/13,food,188
21/04/14,dairy,3
11/05/12,egg,19
23/05/13,foods,12
02/11/13,ham,16
07/08/13,oat,1
06/06/12,dairy,1
19/11/13,butter,14
28/05/12,ham,6
18/08/13,butter,8
26/09/14,potato,1
20/07/14,foods,8
17/04/14,pork,5
21/06/14,breakfast,20
24/05/13,fish,21
03/11/12,ravioli,1
29/07/13,pasta,9
15/02/14,flour,2
28/10/13,tea,43
23/08/13,egg,6
16/11/12,poulet,6
27/01/12,sheep,4
27/06/14,prawn,1
10/03/14,cattle,2
12/07/12,beef,10
13/02/13,foods,5
20/04/14,salmon,3
08/01/12,bread,17
09/06/13,chorizo,1
19/03/14,flour,1
07/08/14,meal,28
30/08/13,beef,12
04/09/12,sheep,6
16/10/12,pig,8
09/07/13,beef,22
18/06/12,meat,26
26/02/14,foods,17
30/09/13,cookie,12
07/04/14,salmon,1
09/11/13,food,236
26/03/12,dairy,1
12/07/13,flour,2
25/10/11,rib,1
18/03/14,corn,7
19/03/12,sheep,3
21/10/13,chorizo,1
24/05/12,steak,6
23/10/13,gluten,26
05/12/13,lunch,51
03/12/13,sugarcane,2
03/11/13,swine,2
24/09/14,barley,1
03/10/12,meal,14
21/07/14,lunch,39
30/09/14,romano,1
04/12/13,tea,44
13/04/12,corn,7
18/07/13,kine,1
24/05/14,meal,18
07/04/14,oxen,2
03/03/14,sheep,10
29/10/12,pork,6
29/09/14,lamb,2
24/06/13,veal,1
11/04/13,rice,8
04/01/13,pig,7
30/09/14,goat,9
07/07/13,noodles,2
02/06/13,foods,11
08/04/14,food,310
10/05/13,coffee,52
11/05/13,breakfast,27
23/10/13,dairy,4
30/04/12,beef,16
09/01/13,oyster,2
17/03/13,cream,26
15/12/13,pork,5
23/10/12,pork,6
06/01/12,chocolate,47
16/01/13,pig,9
17/11/12,ham,14
19/03/12,cheshire,1
03/11/13,cookie,11
26/11/11,liver,2
05/04/12,egg,41
11/10/11,potato,1
06/09/12,milk,23
12/06/14,beer,65
08/05/14,cheshire,1
19/05/12,cheddar,3
22/08/14,food,257
03/01/12,fish,17
22/11/13,prawn,2
24/06/12,coca,5
30/10/13,breakfast,28
04/09/13,meal,24
04/12/13,lunch,50
06/01/12,atta,1
07/08/13,nestle,1
04/02/13,meal,28
28/12/13,feta,1
02/07/12,liver,2
04/03/12,kidney,2
18/06/13,wheat,3
15/03/13,butter,8
03/01/13,coffee,72
31/05/13,meal,36
14/07/13,chocolate,34
24/06/13,feta,1
11/03/13,coca,7
12/04/12,scotch,2
27/03/13,tea,33
13/02/14,barley,2
18/06/13,food,280
21/04/14,swine,1
24/06/14,yogurt,6
21/05/14,rice,12
16/06/14,sheep,5
12/10/11,pasta,9
01/09/13,egg,6
09/06/14,cream,31
16/05/13,sugar,5
23/12/13,butter,8
12/04/12,atta,1
24/11/12,meals,8
23/09/14,pasta,10
10/03/13,noodles,2
13/02/13,poultry,1
03/11/13,tea,36
29/03/13,seafood,4
23/11/13,poultry,2
14/08/14,quark,2
16/12/13,cola,7
22/04/13,coffee,14
24/10/13,barley,1
10/06/12,sheep,5
17/11/13,lamb,5
22/07/13,pig,7
20/02/12,beef,9
07/04/14,butter,8
29/11/12,wheat,3
16/11/13,poulet,4
23/10/12,salmon,2
05/06/13,meat,16
10/02/14,gatorade,3
21/06/12,steak,10
02/06/14,bread,17
17/02/13,tea,27
18/05/13,beer,71
01/06/14,liver,7
20/07/14,cow,11
11/09/12,pasta,7
15/04/13,ham,3
25/11/11,egg,3
08/04/14,chocolate,52
21/03/13,tea,51
23/08/14,dinner,23
17/02/13,beef,16
04/05/14,tater,1
21/03/13,prawn,2
19/06/14,lunch,57
21/05/13,meat,15
01/09/12,cream,33
22/05/12,poulet,2
12/11/13,mozzarella,2
08/12/13,sheep,3
31/01/12,cheddar,1
01/05/12,beef,23
25/05/12,pig,5
07/05/12,meal,37
10/07/14,scotch,1
03/12/12,noodles,5
24/08/12,yogurt,8
21/02/12,cow,6
11/08/12,corn,9
01/02/13,noodles,4
17/11/12,chicken,29
29/08/13,meat,13
01/10/13,soja,1
07/06/14,ham,4
22/09/14,pig,14
02/10/12,ham,10
05/05/13,beer,13
01/03/14,gluten,29
13/09/12,food,262
17/12/13,pork,5
29/10/11,dairy,4
05/10/13,beef,17
10/09/12,cookie,16
23/04/12,steak,2
30/04/12,flour,1
22/07/14,rib,1
21/10/13,oyster,1
09/06/12,meals,13
31/05/14,food,253
12/03/13,spud,1
24/02/14,sheep,8
02/08/13,meals,8
02/07/13,catfish,7
19/10/12,butter,12
23/07/12,catfish,1
09/08/12,dairy,1
17/10/12,steak,5
01/05/13,scotch,1
09/01/13,wheat,4
16/10/12,yogurt,1
31/03/13,cheddar,3
09/07/14,liver,1
06/09/13,barley,2
19/02/14,oxen,1
24/04/14,swine,2
21/10/13,milk,16
03/02/13,rice,21
11/11/11,ham,8
23/10/13,chorizo,1
14/01/13,gluten,20
14/09/14,chocolate,28
25/09/13,meat,11
19/07/12,veal,1
22/03/14,meals,5
05/04/12,butter,14
15/10/11,dinner,18
11/07/14,coca,8
10/05/12,cream,38
11/10/11,poulet,1
19/06/12,goat,2
06/09/14,nestle,1
23/02/13,rice,6
21/04/12,barley,2
25/07/12,foods,13
11/12/12,goat,8
21/02/14,steak,4
24/12/13,lunch,23
06/07/13,seafood,2
26/02/13,pork,8
24/10/13,romano,1
06/06/13,coffee,70
18/02/14,milk,12
30/03/13,bacon,19
03/12/12,tater,1
06/04/12,pig,7
31/03/14,mozzarella,1
23/06/12,wheat,5
19/09/13,sardine,2
29/09/11,cola,7
13/05/12,butter,9
02/07/14,steak,6
04/04/14,poultry,1
13/05/13,meat,15
08/07/12,meals,8
19/06/13,cheshire,2
22/08/13,liver,6
24/01/13,pig,7
12/09/12,syrup,4
04/09/13,cow,6
17/10/11,cream,7
08/08/14,scotch,1
22/09/12,sugar,12
16/06/12,fish,34
04/03/13,kidney,1
06/02/14,liver,2
20/01/13,rib,1
09/06/13,lamb,1
19/09/12,liver,2
07/08/14,whisky,4
10/02/14,foods,13
22/07/12,meal,16
09/09/13,goat,7
20/09/14,cream,28
19/05/12,coca,4
15/06/13,chicken,85
23/09/13,liver,2
01/09/14,foods,5
10/03/12,sugar,12
05/01/13,dairy,8
07/05/14,pasta,10
27/08/14,rice,12
23/11/12,meal,31
30/01/13,flour,1
12/01/13,noodles,2
14/12/13,sugar,23
31/01/12,breakfast,27
24/11/13,barley,2
14/02/13,noodles,3
16/03/14,potato,3
15/02/13,fish,23
31/05/14,syrup,3
02/04/12,cheddar,4
30/07/12,swine,1
01/04/14,beef,14
24/03/14,beer,48
20/03/13,scotch,4
28/12/13,corn,3
04/07/12,cheddar,1
20/11/13,ethanol,1
16/10/12,egg,7
16/10/11,whisky,2
29/01/12,cola,6
11/02/12,butter,9
09/11/13,cream,62
25/03/12,poulet,1
26/05/13,oat,1
17/12/12,dinner,46
26/01/12,food,170
03/05/14,atta,1
02/10/13,soja,1
27/04/14,chese,1
